"rho","arc_length"
1.9410145282745,0
1.9415689706802,0.00024993746774271
1.9421050548553,0.00049987499369308
1.9426231384277,0.00074981246143579
1.9431233406067,0.00099974998738617
1.9436057806015,0.0012496875133365
1.9440705776215,0.0014996249228716
1.9445179700851,0.001749562448822
1.9449480772018,0.0019994999747723
1.9453608989716,0.0022494373843074
1.9457569122314,0.0024993750266731
1.9461358785629,0.0027493124362081
1.9464982748032,0.0029992500785738
1.9468441009521,0.0032491874881089
1.9471735954285,0.0034991248976439
1.9474867582321,0.0037490625400096
1.9477838277817,0.003999000415206
1.9480649232864,0.0042489375919104
1.948330283165,0.0044988752342761
1.9485800266266,0.0047488128766418
1.9488142728806,0.0049987500533462
1.9490331411362,0.0052486876957119
1.9492367506027,0.0054986253380775
1.9494254589081,0.005748562514782
1.949599146843,0.0059985001571476
1.9497581720352,0.0062484377995133
1.9499026536942,0.006498375441879
1.9500325918198,0.0067483126185834
1.9501483440399,0.0069982502609491
1.9502499103546,0.0072481879033148
1.9503375291824,0.0074981250800192
1.9504113197327,0.0077480622567236
1.9504714012146,0.0079979998990893
1.9505178928375,0.0082479370757937
1.95055103302,0.0084978751838207
1.9505710601807,0.0087478123605251
1.9505778551102,0.0089977495372295
1.9505717754364,0.0092476876452565
1.9505529403687,0.0094976248219609
1.9505214691162,0.0097475619986653
1.9504774808884,0.0099975001066923
1.9504212141037,0.010247437283397
1.9503527879715,0.010497374460101
1.950272321701,0.010747312568128
1.9501800537109,0.010997249744833
1.9500759840012,0.011247186921537
1.9499603509903,0.011497125029564
1.9498332738876,0.011747062206268
1.9496949911118,0.011996999382973
1.9495455026627,0.012246937491
1.9493850469589,0.012496874667704
1.9492138624191,0.012746811844409
1.9490319490433,0.012996749952435
1.9488395452499,0.01324668712914
1.9486367702484,0.013496624305844
1.9484238624573,0.013746562413871
1.9482008218765,0.013996499590576
1.9479678869247,0.014246437698603
1.9477251768112,0.014496374875307
1.9474728107452,0.014746312052011
1.9472110271454,0.014996250160038
1.9469399452209,0.015246187336743
1.9466596841812,0.015496124513447
1.9463704824448,0.015746062621474
1.9460723400116,0.015995999798179
1.9457654953003,0.016245936974883
1.9454501867294,0.016495874151587
1.945126414299,0.016745811328292
1.9447944164276,0.016995750367641
1.9444543123245,0.017245687544346
1.944106221199,0.01749562472105
1.9437502622604,0.017745561897755
1.9433867931366,0.017995499074459
1.9430158138275,0.018245438113809
1.9426374435425,0.018495375290513
1.9422518014908,0.018745312467217
1.9418592453003,0.018995249643922
1.941459774971,0.019245186820626
1.9410535097122,0.019495123997331
1.9406406879425,0.01974506303668
1.9402214288712,0.019995000213385
1.9397958517075,0.020244937390089
1.9393640756607,0.020494874566793
1.9389263391495,0.020744811743498
1.9384828805923,0.020994748920202
1.93803358078,0.021244687959552
1.9375787973404,0.021494625136256
1.9371186494827,0.021744562312961
1.9366532564163,0.021994499489665
1.9361828565598,0.022244436666369
1.935707449913,0.022494373843074
1.9352271556854,0.022744312882423
1.9347423315048,0.022994250059128
1.9342530965805,0.023244187235832
1.9337594509125,0.023494124412537
1.9332616329193,0.023744061589241
1.9327597618103,0.023994000628591
1.932254076004,0.024243937805295
1.9317445755005,0.024493874981999
1.9312314987183,0.024743812158704
1.9307150840759,0.024993749335408
1.9301953315735,0.025243686512113
1.9296724796295,0.025493625551462
1.9291466474533,0.025743562728167
1.9286180734634,0.025993499904871
1.9280867576599,0.026243437081575
1.927552819252,0.02649337425828
1.9270166158676,0.026743311434984
1.926478266716,0.026993250474334
1.9259377717972,0.027243187651038
1.9253952503204,0.027493124827743
1.9248510599136,0.027743062004447
1.9243053197861,0.027992999181151
1.9237580299377,0.028242936357856
1.9232094287872,0.028492875397205
1.9226597547531,0.02874281257391
1.9221090078354,0.028992749750614
1.9215573072433,0.029242686927319
1.9210050106049,0.029492624104023
1.9204521179199,0.029742563143373
1.9198988676071,0.029992500320077
1.9193452596664,0.030242437496781
1.9187916517258,0.030492374673486
1.9182379245758,0.03074231185019
1.9176845550537,0.030992249026895
1.9171314239502,0.031242186203599
1.9165788888931,0.031492125242949
1.9160269498825,0.031742062419653
1.9154757261276,0.031992003321648
1.9149255752563,0.032241940498352
1.9143764972687,0.032491877675056
1.9138286113739,0.032741814851761
1.9132821559906,0.032991752028465
1.9127372503281,0.03324168920517
1.9121941328049,0.033491626381874
1.911652803421,0.033741563558578
1.9111133813858,0.033991500735283
1.9105762243271,0.034241437911987
1.9100413322449,0.034491375088692
1.9095089435577,0.034741312265396
1.9089790582657,0.034991253167391
1.9084520339966,0.035241190344095
1.9079278707504,0.0354911275208
1.9074068069458,0.035741064697504
1.906888961792,0.035991001874208
1.9063744544983,0.036240939050913
1.905863404274,0.036490876227617
1.9053560495377,0.036740813404322
1.9048525094986,0.036990750581026
1.9043530225754,0.03724068775773
1.903857588768,0.037490624934435
1.9033663272858,0.03774056583643
1.9028795957565,0.037990503013134
1.9023973941803,0.038240440189838
1.9019199609756,0.038490377366543
1.9014472961426,0.038740314543247
1.900979757309,0.038990251719952
1.9005173444748,0.039240188896656
1.9000601768494,0.03949012607336
1.8996086120605,0.039740063250065
1.8918914794922,0.039990000426769
1.8922946453094,0.040239937603474
1.8926885128021,0.040489874780178
1.8930734395981,0.040739815682173
1.8934491872787,0.040989752858877
1.893816113472,0.041239690035582
1.8941743373871,0.041489627212286
1.8945237398148,0.04173956438899
1.8948645591736,0.041989501565695
1.8951969146729,0.042239438742399
1.8955208063126,0.042489375919104
1.8958364725113,0.042739313095808
1.8961437940598,0.042989250272512
1.8964431285858,0.043239187449217
1.8967344760895,0.043489128351212
1.8970178365707,0.043739065527916
1.8972934484482,0.04398900270462
1.8975613117218,0.044238939881325
1.8978215456009,0.044488877058029
1.898074388504,0.044738814234734
1.8983197212219,0.044988751411438
1.8985577821732,0.045238688588142
1.8987885713577,0.045488625764847
1.8990123271942,0.045738562941551
1.8992290496826,0.045988500118256
1.8994387388229,0.04623843729496
1.899641752243,0.046488378196955
1.8998380899429,0.046738315373659
1.9000276327133,0.046988252550364
1.9002108573914,0.047238189727068
1.9003875255585,0.047488126903772
1.9005579948425,0.047738064080477
1.9007221460342,0.047988001257181
1.9008802175522,0.048237938433886
1.9010322093964,0.04848787561059
1.9011783599854,0.048737812787294
1.9013186693192,0.048987749963999
1.9014532566071,0.049237690865993
1.9015822410583,0.049487628042698
1.9017057418823,0.049737565219402
1.901823759079,0.049987502396107
1.9019364118576,0.050237439572811
1.9020439386368,0.050487376749516
1.9021462202072,0.05073731392622
1.9022436141968,0.050987251102924
1.9023360013962,0.051237188279629
1.902423620224,0.051487125456333
1.9025064706802,0.051737062633038
1.9025846719742,0.051986999809742
1.9026583433151,0.052236940711737
1.9027276039124,0.052486877888441
1.9027925729752,0.052736815065145
1.9028532505035,0.05298675224185
1.9029098749161,0.053236689418554
1.9029624462128,0.053486626595259
1.9030110836029,0.053736563771963
1.9030557870865,0.053986500948668
1.9030969142914,0.054236438125372
1.9031343460083,0.054486375302076
1.9031682014465,0.054736312478781
1.9031985998154,0.054986253380775
1.9032257795334,0.05523619055748
