# X (m), P (Pa)
3.8058166e-01 9.6596604e+04
3.6432195e-01 9.6370945e+04
3.4898450e-01 9.5764659e+04
3.3451677e-01 9.4996157e+04
3.2086923e-01 9.4194632e+04
3.0799515e-01 9.3351972e+04
2.9585043e-01 9.2485401e+04
2.8439350e-01 9.1605819e+04
2.7358512e-01 9.0726930e+04
2.6338827e-01 8.9867056e+04
2.5376804e-01 8.9036009e+04
2.4469149e-01 8.8237578e+04
2.3612754e-01 8.7476170e+04
2.2804685e-01 8.6754222e+04
2.2042176e-01 8.6072732e+04
2.1322616e-01 8.5431554e+04
2.0643541e-01 8.4829641e+04
2.0002625e-01 8.4265679e+04
1.9397674e-01 8.3738400e+04
1.8826616e-01 8.3246924e+04
1.8287495e-01 8.2789928e+04
1.7778466e-01 8.2366757e+04
1.7297785e-01 8.1977189e+04
1.6843806e-01 8.1620550e+04
1.6414975e-01 8.1296699e+04
1.6009824e-01 8.1005399e+04
1.5626964e-01 8.0745871e+04
1.5265085e-01 8.0516476e+04
1.4922948e-01 8.0314482e+04
1.4599380e-01 8.0135800e+04
1.4293275e-01 7.9974844e+04
1.4003584e-01 7.9824387e+04
1.3729314e-01 7.9675427e+04
1.3469528e-01 7.9517158e+04
1.3223334e-01 7.9337281e+04
1.2989890e-01 7.9122189e+04
1.2768397e-01 7.8857196e+04
1.2558095e-01 7.8527711e+04
1.2358266e-01 7.8120915e+04
1.2168225e-01 7.7626177e+04
1.1987320e-01 7.7030824e+04
1.1814933e-01 7.6332280e+04
1.1650473e-01 7.5533188e+04
1.1493377e-01 7.4634476e+04
1.1343107e-01 7.3646066e+04
1.1199149e-01 7.2580311e+04
1.1061008e-01 7.1449704e+04
1.0928214e-01 7.0228201e+04
1.0800310e-01 6.8891028e+04
1.0676859e-01 6.7127835e+04
1.0557437e-01 6.4823867e+04
1.0441637e-01 6.1539038e+04
1.0329061e-01 5.6572983e+04
1.0219325e-01 5.0929631e+04
1.0112051e-01 4.6961419e+04
1.0006873e-01 4.5470019e+04
9.9034314e-02 4.5333575e+04
9.8013709e-02 4.5590118e+04
9.7003424e-02 4.5874479e+04
9.6000000e-02 4.6149640e+04
9.5000000e-02 4.6417868e+04
9.4000000e-02 4.6685073e+04
9.2997478e-02 4.6953660e+04
9.1989904e-02 4.7224657e+04
9.0974737e-02 4.7498742e+04
8.9949418e-02 4.7776590e+04
8.8911358e-02 4.8058912e+04
8.7857940e-02 4.8346449e+04
8.6786507e-02 4.8639963e+04
8.5694355e-02 4.8940243e+04
8.4578731e-02 4.9248104e+04
8.3436820e-02 4.9564396e+04
8.2265742e-02 4.9889999e+04
8.1062542e-02 5.0225822e+04
7.9824186e-02 5.0572814e+04
7.8547549e-02 5.0931965e+04
7.7229413e-02 5.1304302e+04
7.5866451e-02 5.1690887e+04
7.4455227e-02 5.2092808e+04
7.2992179e-02 5.2511169e+04
7.1473618e-02 5.2947071e+04
6.9895714e-02 5.3401581e+04
6.8254485e-02 5.3875706e+04
6.6545793e-02 5.4370382e+04
6.4765326e-02 5.4886410e+04
6.2908595e-02 5.5424447e+04
6.0970915e-02 5.5985028e+04
5.8947399e-02 5.6568585e+04
5.6832943e-02 5.7175486e+04
5.4622213e-02 5.7806153e+04
5.2309632e-02 5.8461182e+04
4.9889368e-02 5.9141428e+04
4.7355315e-02 5.9848096e+04
4.4701081e-02 6.0582769e+04
4.1919972e-02 6.1347420e+04
3.9004972e-02 6.2144444e+04
3.5948727e-02 6.2976725e+04
3.2743530e-02 6.3847705e+04
2.9381295e-02 6.4761423e+04
2.5853541e-02 6.5722428e+04
2.2151370e-02 6.6735590e+04
1.8265442e-02 6.7806026e+04
1.4185957e-02 6.8939461e+04
9.9026236e-03 7.0143226e+04
5.4046374e-03 7.1427769e+04
6.8065278e-04 7.2809737e+04
-4.2812463e-03 7.4314366e+04
-9.4935759e-03 7.5975858e+04
-1.4969484e-02 7.7835846e+04
-2.0722783e-02 7.9938716e+04
-2.6767985e-02 8.2325023e+04
-3.3120339e-02 8.5022428e+04
-3.9795868e-02 8.8034451e+04
-4.6811411e-02 9.1329601e+04
-5.4184664e-02 9.4834831e+04
-6.1934225e-02 9.8434369e+04
-7.0079644e-02 1.0197712e+05
-7.8641464e-02 1.0529443e+05
-8.7641285e-02 1.0822984e+05
-9.7101806e-02 1.1066962e+05
-1.0704689e-01 1.1256645e+05
-1.1750163e-01 1.1395719e+05
-1.2849238e-01 1.1491919e+05
-1.4004689e-01 1.1554785e+05
-1.5219428e-01 1.1593360e+05
-1.6496520e-01 1.1622930e+05
-1.7839187e-01 1.1638503e+05
