# X (m), P (Pa)
3.8058166e-01 9.7312728e+04
3.6424477e-01 9.6895058e+04
3.4883575e-01 9.6105992e+04
3.3430170e-01 9.5339924e+04
3.2059270e-01 9.4513015e+04
3.0766170e-01 9.3613503e+04
2.9546428e-01 9.2654305e+04
2.8395862e-01 9.1661482e+04
2.7310564e-01 9.0668386e+04
2.6286898e-01 8.9702682e+04
2.5321479e-01 8.8783440e+04
2.4411122e-01 8.7919202e+04
2.3552806e-01 8.7101325e+04
2.2743640e-01 8.6329475e+04
2.1980838e-01 8.5611468e+04
2.1261711e-01 8.4943917e+04
2.0583687e-01 8.4321597e+04
1.9944324e-01 8.3743281e+04
1.9341318e-01 8.3204291e+04
1.8772491e-01 8.2697841e+04
1.8235800e-01 8.2210719e+04
1.7729319e-01 8.1735316e+04
1.7251238e-01 8.1271515e+04
1.6799863e-01 8.0815406e+04
1.6373601e-01 8.0367485e+04
1.5970955e-01 7.9944356e+04
1.5590517e-01 7.9549366e+04
1.5230962e-01 7.9162250e+04
1.4891043e-01 7.8777671e+04
1.4569584e-01 7.8395395e+04
1.4265474e-01 7.8011481e+04
1.3977664e-01 7.7644527e+04
1.3705166e-01 7.7309138e+04
1.3447044e-01 7.6985671e+04
1.3202412e-01 7.6661808e+04
1.2970433e-01 7.6331472e+04
1.2750313e-01 7.6005428e+04
1.2541300e-01 7.5699452e+04
1.2342680e-01 7.5409235e+04
1.2153774e-01 7.5119910e+04
1.1973937e-01 7.4835054e+04
1.1802556e-01 7.4565454e+04
1.1639044e-01 7.4304785e+04
1.1482844e-01 7.4036973e+04
1.1333422e-01 7.3769459e+04
1.1190269e-01 7.3515030e+04
1.1052895e-01 7.3266180e+04
1.0920831e-01 7.3024707e+04
1.0793625e-01 7.2776959e+04
1.0670843e-01 7.2522919e+04
1.0552063e-01 7.2260790e+04
1.0436881e-01 7.1985141e+04
1.0324900e-01 7.1695475e+04
1.0215738e-01 7.1373933e+04
1.0109021e-01 7.1013842e+04
1.0004383e-01 7.0600459e+04
9.9014653e-02 7.0110893e+04
9.7999149e-02 6.9516274e+04
9.6993835e-02 6.8766307e+04
9.5995261e-02 6.7767481e+04
9.5000000e-02 6.6380303e+04
9.4004637e-02 6.4345383e+04
9.3006647e-02 6.1262443e+04
9.2003497e-02 5.6649997e+04
9.0992641e-02 5.1068505e+04
8.9971510e-02 4.6805809e+04
8.8937512e-02 4.5106575e+04
8.7888019e-02 4.4941830e+04
8.6820363e-02 4.5197403e+04
8.5731831e-02 4.5515061e+04
8.4619654e-02 4.5835056e+04
8.3481003e-02 4.6158054e+04
8.2312982e-02 4.6489053e+04
8.1112618e-02 4.6830410e+04
7.9876855e-02 4.7183233e+04
7.8602548e-02 4.7548613e+04
7.7286451e-02 4.7927970e+04
7.5925211e-02 4.8322388e+04
7.4515362e-02 4.8732826e+04
7.3053310e-02 4.9160515e+04
7.1535330e-02 4.9606700e+04
6.9957551e-02 5.0072732e+04
6.8315953e-02 5.0560072e+04
6.6606350e-02 5.1070350e+04
6.4824383e-02 5.1605209e+04
6.2965508e-02 5.2166026e+04
6.1024987e-02 5.2754344e+04
5.8997870e-02 5.3372113e+04
5.6878991e-02 5.4021294e+04
5.4662948e-02 5.4703890e+04
5.2344093e-02 5.5421974e+04
4.9916518e-02 5.6177697e+04
4.7374041e-02 5.6973197e+04
4.4710186e-02 5.7810761e+04
4.1918175e-02 5.8694774e+04
3.8990903e-02 5.9628927e+04
3.5920924e-02 6.0607592e+04
3.2700452e-02 6.1619088e+04
2.9321321e-02 6.2657541e+04
2.5774964e-02 6.3723422e+04
2.2052392e-02 6.4817446e+04
1.8144171e-02 6.5941695e+04
1.4040402e-02 6.7105094e+04
9.7306884e-03 6.8316436e+04
5.2041237e-03 6.9583706e+04
4.4927022e-04 7.0899648e+04
-4.5458637e-03 7.2229628e+04
-9.7938406e-03 7.3550582e+04
-1.5307770e-02 7.4886144e+04
-2.1101212e-02 7.6271919e+04
-2.7187962e-02 7.7756604e+04
-3.3581473e-02 7.9480613e+04
-4.0293657e-02 8.1653947e+04
-4.7333028e-02 8.4453758e+04
-5.4701816e-02 8.8190285e+04
-6.2390690e-02 9.2998746e+04
-7.0379048e-02 9.8776169e+04
-7.8640991e-02 1.0574503e+05
-8.7159687e-02 1.1359815e+05
-9.6027991e-02 1.1980339e+05
-1.0575038e-01 1.2115693e+05
-1.1629702e-01 1.1939125e+05
-1.2738910e-01 1.1788567e+05
-1.3905190e-01 1.1704786e+05
-1.5131503e-01 1.1661782e+05
-1.6420959e-01 1.1650521e+05
-1.7776831e-01 1.1656056e+05
