# X (m), P (Pa)
3.8058166e-01 9.7406839e+04
3.7229517e-01 9.7179774e+04
3.6424743e-01 9.6811068e+04
3.5643154e-01 9.6514378e+04
3.4884077e-01 9.6197125e+04
3.4146864e-01 9.5862422e+04
3.3430880e-01 9.5506891e+04
3.2735511e-01 9.5129973e+04
3.2060162e-01 9.4730975e+04
3.1404253e-01 9.4309312e+04
3.0767221e-01 9.3865307e+04
3.0148519e-01 9.3400511e+04
2.9547616e-01 9.2917390e+04
2.8963998e-01 9.2419054e+04
2.8397167e-01 9.1909133e+04
2.7846645e-01 9.1391659e+04
2.7311969e-01 9.0870662e+04
2.6792693e-01 9.0349749e+04
2.6288387e-01 8.9832159e+04
2.5798636e-01 8.9320825e+04
2.5323036e-01 8.8818155e+04
2.4861196e-01 8.8325982e+04
2.4412734e-01 8.7846544e+04
2.3977278e-01 8.7381072e+04
2.3554461e-01 8.6929515e+04
2.3143927e-01 8.6492129e+04
2.2745327e-01 8.6068785e+04
2.2358314e-01 8.5659048e+04
2.1982546e-01 8.5262416e+04
2.1617695e-01 8.4878254e+04
2.1263433e-01 8.4505897e+04
2.0919442e-01 8.4144691e+04
2.0585414e-01 8.3793855e+04
2.0261047e-01 8.3452692e+04
1.9946050e-01 8.3120579e+04
1.9640138e-01 8.2796916e+04
1.9343035e-01 8.2481226e+04
1.9054474e-01 8.2172892e+04
1.8774195e-01 8.1871403e+04
1.8501948e-01 8.1576379e+04
1.8237487e-01 8.1287433e+04
1.7980575e-01 8.1004248e+04
1.7730983e-01 8.0726477e+04
1.7488488e-01 8.0453889e+04
1.7252876e-01 8.0186270e+04
1.7023938e-01 7.9923424e+04
1.6801472e-01 7.9665237e+04
1.6585281e-01 7.9411543e+04
1.6375177e-01 7.9162156e+04
1.6170975e-01 7.8916975e+04
1.5972496e-01 7.8676062e+04
1.5779568e-01 7.8439256e+04
1.5592021e-01 7.8206310e+04
1.5409694e-01 7.7977189e+04
1.5232428e-01 7.7751957e+04
1.5060069e-01 7.7530493e+04
1.4892469e-01 7.7312475e+04
1.4729482e-01 7.7097960e+04
1.4570968e-01 7.6886976e+04
1.4416789e-01 7.6679214e+04
1.4266814e-01 7.6474506e+04
1.4120914e-01 7.6272843e+04
1.3978961e-01 7.6074132e+04
1.3840836e-01 7.5878222e+04
1.3706419e-01 7.5684965e+04
1.3575594e-01 7.5494311e+04
1.3448251e-01 7.5306310e+04
1.3324279e-01 7.5120879e+04
1.3203573e-01 7.4937857e+04
1.3086030e-01 7.4757411e+04
1.2971548e-01 7.4579673e+04
1.2860031e-01 7.4404544e+04
1.2751382e-01 7.4232090e+04
